programming_language,tools_programming_languages,salary_monthly_NETO,salary_monthly_BRUTO,cured_programming_languages
javascript,"Bash/Shell, HTML, Javascript, PHP",130000.0,170000.0,"['bash/shell', 'html', 'javascript', 'php']"
php,"Bash/Shell, HTML, Javascript, PHP",130000.0,170000.0,"['bash/shell', 'html', 'javascript', 'php']"
abap,ABAP,63000.0,80000.0,['abap']
css,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
html,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
javascript,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
php,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
sql,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
css,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
html,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
javascript,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
php,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
sql,"CSS, HTML, Javascript, PHP, SQL",38700.0,38700.0,"['css', 'html', 'javascript', 'php', 'sql']"
css,"CSS, HTML, Javascript",81545.0,100445.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",81545.0,100445.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",81545.0,100445.0,"['css', 'html', 'javascript']"
bash/shell,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
go,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
groovy,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
java,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
javascript,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
kotlin,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
python,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
scala,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
sql,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
typescript,"Bash/Shell, Go, Groovy, Java, Javascript, Kotlin, Python, Scala, SQL, TypeScript",200000.0,250000.0,"['bash/shell', 'go', 'groovy', 'java', 'javascript', 'kotlin', 'python', 'scala', 'sql', 'typescript']"
net,".NET, C#",31500.0,37500.0,"['net', 'c#']"
c#,".NET, C#",31500.0,37500.0,"['net', 'c#']"
net,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
c,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
c++,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
c#,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
css,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
html,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
javascript,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
php,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
typescript,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
vba,".NET, ActionScript, C, C++, C#, CSS, HTML, Javascript, PHP, TypeScript, VBA",80000.0,100000.0,"['net', 'actionscript', 'c', 'c++', 'c#', 'css', 'html', 'javascript', 'php', 'typescript', 'vba']"
html,"HTML, Java, Javascript, Python, SQL, PL/SQL",74096.0,90361.0,"['html', 'java', 'javascript', 'python', 'sql', 'pl/sql']"
java,"HTML, Java, Javascript, Python, SQL, PL/SQL",74096.0,90361.0,"['html', 'java', 'javascript', 'python', 'sql', 'pl/sql']"
javascript,"HTML, Java, Javascript, Python, SQL, PL/SQL",74096.0,90361.0,"['html', 'java', 'javascript', 'python', 'sql', 'pl/sql']"
python,"HTML, Java, Javascript, Python, SQL, PL/SQL",74096.0,90361.0,"['html', 'java', 'javascript', 'python', 'sql', 'pl/sql']"
sql,"HTML, Java, Javascript, Python, SQL, PL/SQL",74096.0,90361.0,"['html', 'java', 'javascript', 'python', 'sql', 'pl/sql']"
java,"Java, Kotlin",110000.0,140000.0,"['java', 'kotlin']"
kotlin,"Java, Kotlin",110000.0,140000.0,"['java', 'kotlin']"
javascript,"Javascript, PHP",47000.0,56000.0,"['javascript', 'php']"
php,"Javascript, PHP",47000.0,56000.0,"['javascript', 'php']"
python,Python,97000.0,115000.0,['python']
css,"CSS, HTML, Javascript",80000.0,100000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",80000.0,100000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",80000.0,100000.0,"['css', 'html', 'javascript']"
bash/shell,"Bash/Shell, CSS, HTML, Javascript, PHP",52000.0,60000.0,"['bash/shell', 'css', 'html', 'javascript', 'php']"
css,"Bash/Shell, CSS, HTML, Javascript, PHP",52000.0,60000.0,"['bash/shell', 'css', 'html', 'javascript', 'php']"
html,"Bash/Shell, CSS, HTML, Javascript, PHP",52000.0,60000.0,"['bash/shell', 'css', 'html', 'javascript', 'php']"
javascript,"Bash/Shell, CSS, HTML, Javascript, PHP",52000.0,60000.0,"['bash/shell', 'css', 'html', 'javascript', 'php']"
php,"Bash/Shell, CSS, HTML, Javascript, PHP",52000.0,60000.0,"['bash/shell', 'css', 'html', 'javascript', 'php']"
css,"CSS, HTML, Javascript, PHP, SQL",40000.0,50000.0,"['css', 'html', 'javascript', 'php', 'sql']"
html,"CSS, HTML, Javascript, PHP, SQL",40000.0,50000.0,"['css', 'html', 'javascript', 'php', 'sql']"
javascript,"CSS, HTML, Javascript, PHP, SQL",40000.0,50000.0,"['css', 'html', 'javascript', 'php', 'sql']"
php,"CSS, HTML, Javascript, PHP, SQL",40000.0,50000.0,"['css', 'html', 'javascript', 'php', 'sql']"
sql,"CSS, HTML, Javascript, PHP, SQL",40000.0,50000.0,"['css', 'html', 'javascript', 'php', 'sql']"
net,".NET, HTML, Java, SQL, TypeScript",65000.0,73923.0,"['net', 'html', 'java', 'sql', 'typescript']"
html,".NET, HTML, Java, SQL, TypeScript",65000.0,73923.0,"['net', 'html', 'java', 'sql', 'typescript']"
java,".NET, HTML, Java, SQL, TypeScript",65000.0,73923.0,"['net', 'html', 'java', 'sql', 'typescript']"
sql,".NET, HTML, Java, SQL, TypeScript",65000.0,73923.0,"['net', 'html', 'java', 'sql', 'typescript']"
typescript,".NET, HTML, Java, SQL, TypeScript",65000.0,73923.0,"['net', 'html', 'java', 'sql', 'typescript']"
net,".NET, HTML, PHP",42600.0,52600.0,"['net', 'html', 'php']"
html,".NET, HTML, PHP",42600.0,52600.0,"['net', 'html', 'php']"
php,".NET, HTML, PHP",42600.0,52600.0,"['net', 'html', 'php']"
css,"CSS, HTML, Java, Javascript",40000.0,41500.0,"['css', 'html', 'java', 'javascript']"
html,"CSS, HTML, Java, Javascript",40000.0,41500.0,"['css', 'html', 'java', 'javascript']"
java,"CSS, HTML, Java, Javascript",40000.0,41500.0,"['css', 'html', 'java', 'javascript']"
javascript,"CSS, HTML, Java, Javascript",40000.0,41500.0,"['css', 'html', 'java', 'javascript']"
javascript,Javascript,50000.0,50000.0,['javascript']
javascript,Javascript,56830.0,50512.0,['javascript']
abap,ABAP,108000.0,145121.0,['abap']
c#,"C#, SQL",37436.26,46030.06,"['c#', 'sql']"
sql,"C#, SQL",37436.26,46030.06,"['c#', 'sql']"
python,Python,78000.0,100000.0,['python']
html,"HTML, Java, Python, SQL",90000.0,123000.0,"['html', 'java', 'python', 'sql']"
java,"HTML, Java, Python, SQL",90000.0,123000.0,"['html', 'java', 'python', 'sql']"
python,"HTML, Java, Python, SQL",90000.0,123000.0,"['html', 'java', 'python', 'sql']"
sql,"HTML, Java, Python, SQL",90000.0,123000.0,"['html', 'java', 'python', 'sql']"
net,".NET, C#",100000.0,140000.0,"['net', 'c#']"
c#,".NET, C#",100000.0,140000.0,"['net', 'c#']"
bash/shell,"Bash/Shell, Python, SQL",130000.0,200000.0,"['bash/shell', 'python', 'sql']"
python,"Bash/Shell, Python, SQL",130000.0,200000.0,"['bash/shell', 'python', 'sql']"
sql,"Bash/Shell, Python, SQL",130000.0,200000.0,"['bash/shell', 'python', 'sql']"
bash/shell,"Bash/Shell, CSS, HTML",75000.0,95000.0,"['bash/shell', 'css', 'html']"
css,"Bash/Shell, CSS, HTML",75000.0,95000.0,"['bash/shell', 'css', 'html']"
html,"Bash/Shell, CSS, HTML",75000.0,95000.0,"['bash/shell', 'css', 'html']"
bash/shell,"Bash/Shell, PHP, Python, SQL",92000.0,88000.0,"['bash/shell', 'php', 'python', 'sql']"
php,"Bash/Shell, PHP, Python, SQL",92000.0,88000.0,"['bash/shell', 'php', 'python', 'sql']"
python,"Bash/Shell, PHP, Python, SQL",92000.0,88000.0,"['bash/shell', 'php', 'python', 'sql']"
sql,"Bash/Shell, PHP, Python, SQL",92000.0,88000.0,"['bash/shell', 'php', 'python', 'sql']"
css,"CSS, Javascript, PHP, SQL, TypeScript",84000.0,98280.0,"['css', 'javascript', 'php', 'sql', 'typescript']"
javascript,"CSS, Javascript, PHP, SQL, TypeScript",84000.0,98280.0,"['css', 'javascript', 'php', 'sql', 'typescript']"
php,"CSS, Javascript, PHP, SQL, TypeScript",84000.0,98280.0,"['css', 'javascript', 'php', 'sql', 'typescript']"
sql,"CSS, Javascript, PHP, SQL, TypeScript",84000.0,98280.0,"['css', 'javascript', 'php', 'sql', 'typescript']"
typescript,"CSS, Javascript, PHP, SQL, TypeScript",84000.0,98280.0,"['css', 'javascript', 'php', 'sql', 'typescript']"
bash/shell,"Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",140000.0,185000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']"
html,"Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",140000.0,185000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']"
java,"Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",140000.0,185000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']"
javascript,"Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",140000.0,185000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']"
sql,"Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",140000.0,185000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']"
typescript,"Bash/Shell, HTML, Java, Javascript, SQL, TypeScript",140000.0,185000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']"
bash/shell,Bash/Shell,99500.0,120000.0,['bash/shell']
bash/shell,"Bash/Shell, Python",110000.0,60000.0,"['bash/shell', 'python']"
python,"Bash/Shell, Python",110000.0,60000.0,"['bash/shell', 'python']"
bash/shell,Bash/Shell,124000.0,100000.0,['bash/shell']
bash/shell,"Bash/Shell, Perl",58134.48,70041.54,"['bash/shell', 'perl']"
css,"CSS, HTML, Javascript",58000.0,70000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",58000.0,70000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",58000.0,70000.0,"['css', 'html', 'javascript']"
java,"Java, Javascript, PHP, Python",185000.0,210000.0,"['java', 'javascript', 'php', 'python']"
javascript,"Java, Javascript, PHP, Python",185000.0,210000.0,"['java', 'javascript', 'php', 'python']"
php,"Java, Javascript, PHP, Python",185000.0,210000.0,"['java', 'javascript', 'php', 'python']"
python,"Java, Javascript, PHP, Python",185000.0,210000.0,"['java', 'javascript', 'php', 'python']"
java,"Java, Javascript",82000.0,100000.0,"['java', 'javascript']"
javascript,"Java, Javascript",82000.0,100000.0,"['java', 'javascript']"
css,"CSS, HTML",66938.0,82200.0,"['css', 'html']"
html,"CSS, HTML",66938.0,82200.0,"['css', 'html']"
css,"CSS, HTML, Java, TypeScript",54000.0,102000.0,"['css', 'html', 'java', 'typescript']"
html,"CSS, HTML, Java, TypeScript",54000.0,102000.0,"['css', 'html', 'java', 'typescript']"
java,"CSS, HTML, Java, TypeScript",54000.0,102000.0,"['css', 'html', 'java', 'typescript']"
typescript,"CSS, HTML, Java, TypeScript",54000.0,102000.0,"['css', 'html', 'java', 'typescript']"
bash/shell,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",150000.0,195000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']"
css,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",150000.0,195000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']"
html,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",150000.0,195000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']"
java,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",150000.0,195000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']"
javascript,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",150000.0,195000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']"
sql,"Bash/Shell, CSS, HTML, Java, Javascript, SQL",150000.0,195000.0,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']"
java,"Java, SQL",180000.0,250000.0,"['java', 'sql']"
sql,"Java, SQL",180000.0,250000.0,"['java', 'sql']"
javascript,Javascript,64000.0,75000.0,['javascript']
swift,Swift,97000.0,130000.0,['swift']
bash/shell,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
c,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
c++,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
c#,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
cobol,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
php,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
python,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
sql,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
vba,"Assembler, Bash/Shell, C, C++, C#, COBOL, PHP, Python, SQL, VBA",79000.0,90000.0,"['assembler', 'bash/shell', 'c', 'c++', 'c#', 'cobol', 'php', 'python', 'sql', 'vba']"
css,"CSS, HTML, Javascript",175000.0,250000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",175000.0,250000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",175000.0,250000.0,"['css', 'html', 'javascript']"
bash/shell,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",50000.0,58000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
css,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",50000.0,58000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
html,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",50000.0,58000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
javascript,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",50000.0,58000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
php,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",50000.0,58000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
sql,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",50000.0,58000.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']"
css,"CSS, HTML, Javascript, Ruby",150000.0,180000.0,"['css', 'html', 'javascript', 'ruby']"
html,"CSS, HTML, Javascript, Ruby",150000.0,180000.0,"['css', 'html', 'javascript', 'ruby']"
javascript,"CSS, HTML, Javascript, Ruby",150000.0,180000.0,"['css', 'html', 'javascript', 'ruby']"
ruby,"CSS, HTML, Javascript, Ruby",150000.0,180000.0,"['css', 'html', 'javascript', 'ruby']"
net,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
c#,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
css,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
html,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
java,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
javascript,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
php,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
sql,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
typescript,".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",140000.0,144000.0,"['net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
php,PHP,58000.0,65000.0,['php']
css,"CSS, HTML, Javascript",83000.0,103000.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",83000.0,103000.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",83000.0,103000.0,"['css', 'html', 'javascript']"
c++,"C++, COBOL, Python",64000.0,77000.0,"['c++', 'cobol', 'python']"
cobol,"C++, COBOL, Python",64000.0,77000.0,"['c++', 'cobol', 'python']"
python,"C++, COBOL, Python",64000.0,77000.0,"['c++', 'cobol', 'python']"
bash/shell,Bash/Shell,100000.0,125000.0,['bash/shell']
go,"Go, Groovy, Java, Javascript, SQL",75000.0,101000.0,"['go', 'groovy', 'java', 'javascript', 'sql']"
groovy,"Go, Groovy, Java, Javascript, SQL",75000.0,101000.0,"['go', 'groovy', 'java', 'javascript', 'sql']"
