programming_language,tools_programming_languages,salary_monthly_NETO,salary_monthly_BRUTO,cured_programming_languages
css,"CSS, HTML, Javascript, Python, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
html,"CSS, HTML, Javascript, Python, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
javascript,"CSS, HTML, Javascript, Python, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
python,"CSS, HTML, Javascript, Python, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
sql,"CSS, HTML, Javascript, Python, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
typescript,"CSS, HTML, Javascript, Python, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
css,"CSS, HTML, Javascript",54000.0,66200.0,"['css', 'html', 'javascript']"
html,"CSS, HTML, Javascript",54000.0,66200.0,"['css', 'html', 'javascript']"
javascript,"CSS, HTML, Javascript",54000.0,66200.0,"['css', 'html', 'javascript']"
sql,SQL,61000.0,75000.0,['sql']
java,Java,120000.0,160000.0,['java']
bash/shell,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
c++,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
go,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
java,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
javascript,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
python,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
sql,"Bash/Shell, C++, Go, Java, Javascript, Python, SQL",105000.0,135000.0,"['bash/shell', 'c++', 'go', 'java', 'javascript', 'python', 'sql']"
net,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
c++,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
c#,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
css,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
html,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
python,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
typescript,".NET, C++, C#, CSS, HTML, Python, TypeScript",85000.0,108000.0,"['net', 'c++', 'c#', 'css', 'html', 'python', 'typescript']"
css,"CSS, HTML",101000.0,151000.0,"['css', 'html']"
html,"CSS, HTML",101000.0,151000.0,"['css', 'html']"
javascript,"Javascript, Swift",45000.0,54000.0,"['javascript', 'swift']"
swift,"Javascript, Swift",45000.0,54000.0,"['javascript', 'swift']"
css,"CSS, HTML, Javascript, TypeScript",80000.0,1.0,"['css', 'html', 'javascript', 'typescript']"
html,"CSS, HTML, Javascript, TypeScript",80000.0,1.0,"['css', 'html', 'javascript', 'typescript']"
javascript,"CSS, HTML, Javascript, TypeScript",80000.0,1.0,"['css', 'html', 'javascript', 'typescript']"
typescript,"CSS, HTML, Javascript, TypeScript",80000.0,1.0,"['css', 'html', 'javascript', 'typescript']"
css,"CSS, HTML, Java, Javascript, PHP, PL/SQL",41000.0,45000.0,"['css', 'html', 'java', 'javascript', 'php', 'pl/sql']"
html,"CSS, HTML, Java, Javascript, PHP, PL/SQL",41000.0,45000.0,"['css', 'html', 'java', 'javascript', 'php', 'pl/sql']"
java,"CSS, HTML, Java, Javascript, PHP, PL/SQL",41000.0,45000.0,"['css', 'html', 'java', 'javascript', 'php', 'pl/sql']"
javascript,"CSS, HTML, Java, Javascript, PHP, PL/SQL",41000.0,45000.0,"['css', 'html', 'java', 'javascript', 'php', 'pl/sql']"
php,"CSS, HTML, Java, Javascript, PHP, PL/SQL",41000.0,45000.0,"['css', 'html', 'java', 'javascript', 'php', 'pl/sql']"
css,"CSS, HTML, Java, Javascript, Python",100000.0,115000.0,"['css', 'html', 'java', 'javascript', 'python']"
html,"CSS, HTML, Java, Javascript, Python",100000.0,115000.0,"['css', 'html', 'java', 'javascript', 'python']"
java,"CSS, HTML, Java, Javascript, Python",100000.0,115000.0,"['css', 'html', 'java', 'javascript', 'python']"
javascript,"CSS, HTML, Java, Javascript, Python",100000.0,115000.0,"['css', 'html', 'java', 'javascript', 'python']"
python,"CSS, HTML, Java, Javascript, Python",100000.0,115000.0,"['css', 'html', 'java', 'javascript', 'python']"
net,".NET, Python",101000.0,136000.0,"['net', 'python']"
python,".NET, Python",101000.0,136000.0,"['net', 'python']"
css,"CSS, HTML",85000.0,110000.0,"['css', 'html']"
html,"CSS, HTML",85000.0,110000.0,"['css', 'html']"
html,"HTML, Javascript, PHP, Python",40000.0,55000.0,"['html', 'javascript', 'php', 'python']"
javascript,"HTML, Javascript, PHP, Python",40000.0,55000.0,"['html', 'javascript', 'php', 'python']"
php,"HTML, Javascript, PHP, Python",40000.0,55000.0,"['html', 'javascript', 'php', 'python']"
python,"HTML, Javascript, PHP, Python",40000.0,55000.0,"['html', 'javascript', 'php', 'python']"
c,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
c++,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
c#,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
cobol,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
html,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
java,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
javascript,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
python,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
ruby,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
sql,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
typescript,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
vba,"ActionScript, C, C++, C#, COBOL, HTML, Java, Javascript, Python, Ruby, SQL, TypeScript, VBA",95000.0,120000.0,"['actionscript', 'c', 'c++', 'c#', 'cobol', 'html', 'java', 'javascript', 'python', 'ruby', 'sql', 'typescript', 'vba']"
css,"CSS, HTML, Javascript, SQL, TypeScript",235000.0,411000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
html,"CSS, HTML, Javascript, SQL, TypeScript",235000.0,411000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
javascript,"CSS, HTML, Javascript, SQL, TypeScript",235000.0,411000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
sql,"CSS, HTML, Javascript, SQL, TypeScript",235000.0,411000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
typescript,"CSS, HTML, Javascript, SQL, TypeScript",235000.0,411000.0,"['css', 'html', 'javascript', 'sql', 'typescript']"
net,".NET, SQL",98000.0,117000.0,"['net', 'sql']"
sql,".NET, SQL",98000.0,117000.0,"['net', 'sql']"
net,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
c#,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
css,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
groovy,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
html,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
java,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
javascript,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
kotlin,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
sql,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
typescript,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
vba,".NET, C#, CSS, Groovy, HTML, Java, Javascript, Kotlin, SQL, TypeScript, VBA",74000.0,85000.0,"['net', 'c#', 'css', 'groovy', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript', 'vba']"
c,"C, C++, C#, Objective-C",78000.0,94.0,"['c', 'c++', 'c#', 'objectivec']"
c++,"C, C++, C#, Objective-C",78000.0,94.0,"['c', 'c++', 'c#', 'objectivec']"
c#,"C, C++, C#, Objective-C",78000.0,94.0,"['c', 'c++', 'c#', 'objectivec']"
html,"HTML, Java, Javascript, SQL, TypeScript",55000.0,60000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
java,"HTML, Java, Javascript, SQL, TypeScript",55000.0,60000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
javascript,"HTML, Java, Javascript, SQL, TypeScript",55000.0,60000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
sql,"HTML, Java, Javascript, SQL, TypeScript",55000.0,60000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
typescript,"HTML, Java, Javascript, SQL, TypeScript",55000.0,60000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
python,Python,53950.0,65000.0,['python']
sql,SQL,43000.0,50310.0,['sql']
java,Java,126300.0,179000.0,['java']
net,".NET, C#, CSS, HTML, Javascript, TypeScript",117000.0,135000.0,"['net', 'c#', 'css', 'html', 'javascript', 'typescript']"
c#,".NET, C#, CSS, HTML, Javascript, TypeScript",117000.0,135000.0,"['net', 'c#', 'css', 'html', 'javascript', 'typescript']"
css,".NET, C#, CSS, HTML, Javascript, TypeScript",117000.0,135000.0,"['net', 'c#', 'css', 'html', 'javascript', 'typescript']"
html,".NET, C#, CSS, HTML, Javascript, TypeScript",117000.0,135000.0,"['net', 'c#', 'css', 'html', 'javascript', 'typescript']"
javascript,".NET, C#, CSS, HTML, Javascript, TypeScript",117000.0,135000.0,"['net', 'c#', 'css', 'html', 'javascript', 'typescript']"
typescript,".NET, C#, CSS, HTML, Javascript, TypeScript",117000.0,135000.0,"['net', 'c#', 'css', 'html', 'javascript', 'typescript']"
bash/shell,"Bash/Shell, Java",43000.0,51000.0,"['bash/shell', 'java']"
java,"Bash/Shell, Java",43000.0,51000.0,"['bash/shell', 'java']"
net,".NET, C#, Javascript, SQL",112000.0,140000.0,"['net', 'c#', 'javascript', 'sql']"
c#,".NET, C#, Javascript, SQL",112000.0,140000.0,"['net', 'c#', 'javascript', 'sql']"
javascript,".NET, C#, Javascript, SQL",112000.0,140000.0,"['net', 'c#', 'javascript', 'sql']"
sql,".NET, C#, Javascript, SQL",112000.0,140000.0,"['net', 'c#', 'javascript', 'sql']"
net,.NET,48000.0,60000.0,['net']
html,"HTML, Java, Javascript, PHP, TypeScript",30000.0,30000.0,"['html', 'java', 'javascript', 'php', 'typescript']"
java,"HTML, Java, Javascript, PHP, TypeScript",30000.0,30000.0,"['html', 'java', 'javascript', 'php', 'typescript']"
javascript,"HTML, Java, Javascript, PHP, TypeScript",30000.0,30000.0,"['html', 'java', 'javascript', 'php', 'typescript']"
php,"HTML, Java, Javascript, PHP, TypeScript",30000.0,30000.0,"['html', 'java', 'javascript', 'php', 'typescript']"
typescript,"HTML, Java, Javascript, PHP, TypeScript",30000.0,30000.0,"['html', 'java', 'javascript', 'php', 'typescript']"
c++,C++,120000.0,124000.0,['c++']
javascript,Javascript,163000.0,240000.0,['javascript']
bash/shell,"Bash/Shell, HTML, Java, Javascript, SQL",33400.0,38000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql']"
html,"Bash/Shell, HTML, Java, Javascript, SQL",33400.0,38000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql']"
java,"Bash/Shell, HTML, Java, Javascript, SQL",33400.0,38000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql']"
javascript,"Bash/Shell, HTML, Java, Javascript, SQL",33400.0,38000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql']"
sql,"Bash/Shell, HTML, Java, Javascript, SQL",33400.0,38000.0,"['bash/shell', 'html', 'java', 'javascript', 'sql']"
c,"C, C#, Javascript, Perl, Python, Rust, TypeScript",240000.0,330000.0,"['c', 'c#', 'javascript', 'perl', 'python', 'rust', 'typescript']"
c#,"C, C#, Javascript, Perl, Python, Rust, TypeScript",240000.0,330000.0,"['c', 'c#', 'javascript', 'perl', 'python', 'rust', 'typescript']"
javascript,"C, C#, Javascript, Perl, Python, Rust, TypeScript",240000.0,330000.0,"['c', 'c#', 'javascript', 'perl', 'python', 'rust', 'typescript']"
python,"C, C#, Javascript, Perl, Python, Rust, TypeScript",240000.0,330000.0,"['c', 'c#', 'javascript', 'perl', 'python', 'rust', 'typescript']"
typescript,"C, C#, Javascript, Perl, Python, Rust, TypeScript",240000.0,330000.0,"['c', 'c#', 'javascript', 'perl', 'python', 'rust', 'typescript']"
c#,"C#, Javascript, VBA, VB5",57000.0,69000.0,"['c#', 'javascript', 'vba', 'vb5']"
javascript,"C#, Javascript, VBA, VB5",57000.0,69000.0,"['c#', 'javascript', 'vba', 'vb5']"
vba,"C#, Javascript, VBA, VB5",57000.0,69000.0,"['c#', 'javascript', 'vba', 'vb5']"
net,".NET, C#, CSS, HTML, Javascript, SQL",100000.0,100000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
c#,".NET, C#, CSS, HTML, Javascript, SQL",100000.0,100000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
css,".NET, C#, CSS, HTML, Javascript, SQL",100000.0,100000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
html,".NET, C#, CSS, HTML, Javascript, SQL",100000.0,100000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
javascript,".NET, C#, CSS, HTML, Javascript, SQL",100000.0,100000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
sql,".NET, C#, CSS, HTML, Javascript, SQL",100000.0,100000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
php,"PHP, Python",70000.0,85000.0,"['php', 'python']"
python,"PHP, Python",70000.0,85000.0,"['php', 'python']"
css,"CSS, HTML, Javascript, PHP, SQL, TypeScript",27500.0,30000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
html,"CSS, HTML, Javascript, PHP, SQL, TypeScript",27500.0,30000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
javascript,"CSS, HTML, Javascript, PHP, SQL, TypeScript",27500.0,30000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
php,"CSS, HTML, Javascript, PHP, SQL, TypeScript",27500.0,30000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
sql,"CSS, HTML, Javascript, PHP, SQL, TypeScript",27500.0,30000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
typescript,"CSS, HTML, Javascript, PHP, SQL, TypeScript",27500.0,30000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
css,"CSS, HTML, Java, Javascript, SQL, TypeScript",41000.0,65000.0,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']"
html,"CSS, HTML, Java, Javascript, SQL, TypeScript",41000.0,65000.0,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']"
java,"CSS, HTML, Java, Javascript, SQL, TypeScript",41000.0,65000.0,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']"
javascript,"CSS, HTML, Java, Javascript, SQL, TypeScript",41000.0,65000.0,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']"
sql,"CSS, HTML, Java, Javascript, SQL, TypeScript",41000.0,65000.0,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']"
typescript,"CSS, HTML, Java, Javascript, SQL, TypeScript",41000.0,65000.0,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']"
html,"HTML, Java, Javascript",44000.0,52000.0,"['html', 'java', 'javascript']"
java,"HTML, Java, Javascript",44000.0,52000.0,"['html', 'java', 'javascript']"
javascript,"HTML, Java, Javascript",44000.0,52000.0,"['html', 'java', 'javascript']"
sql,SQL,84000.0,121000.0,['sql']
python,Python,115000.0,148000.0,['python']
net,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
c#,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
css,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
html,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
javascript,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
php,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
sql,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
typescript,".NET, C#, CSS, HTML, Javascript, PHP, SQL, TypeScript",57000.0,69000.0,"['net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']"
net,".NET, CSS, HTML, Javascript, PHP, SQL",50000.0,50000.0,"['net', 'css', 'html', 'javascript', 'php', 'sql']"
css,".NET, CSS, HTML, Javascript, PHP, SQL",50000.0,50000.0,"['net', 'css', 'html', 'javascript', 'php', 'sql']"
html,".NET, CSS, HTML, Javascript, PHP, SQL",50000.0,50000.0,"['net', 'css', 'html', 'javascript', 'php', 'sql']"
javascript,".NET, CSS, HTML, Javascript, PHP, SQL",50000.0,50000.0,"['net', 'css', 'html', 'javascript', 'php', 'sql']"
php,".NET, CSS, HTML, Javascript, PHP, SQL",50000.0,50000.0,"['net', 'css', 'html', 'javascript', 'php', 'sql']"
sql,".NET, CSS, HTML, Javascript, PHP, SQL",50000.0,50000.0,"['net', 'css', 'html', 'javascript', 'php', 'sql']"
c,"C, C++, HTML, Java, Javascript, Python",35000.0,42000.0,"['c', 'c++', 'html', 'java', 'javascript', 'python']"
c++,"C, C++, HTML, Java, Javascript, Python",35000.0,42000.0,"['c', 'c++', 'html', 'java', 'javascript', 'python']"
html,"C, C++, HTML, Java, Javascript, Python",35000.0,42000.0,"['c', 'c++', 'html', 'java', 'javascript', 'python']"
java,"C, C++, HTML, Java, Javascript, Python",35000.0,42000.0,"['c', 'c++', 'html', 'java', 'javascript', 'python']"
javascript,"C, C++, HTML, Java, Javascript, Python",35000.0,42000.0,"['c', 'c++', 'html', 'java', 'javascript', 'python']"
python,"C, C++, HTML, Java, Javascript, Python",35000.0,42000.0,"['c', 'c++', 'html', 'java', 'javascript', 'python']"
javascript,"Javascript, PHP",230000.0,260000.0,"['javascript', 'php']"
php,"Javascript, PHP",230000.0,260000.0,"['javascript', 'php']"
javascript,Javascript,87000.0,120000.0,['javascript']
c#,"C#, Java, Kotlin, Python",40000.0,45000.0,"['c#', 'java', 'kotlin', 'python']"
java,"C#, Java, Kotlin, Python",40000.0,45000.0,"['c#', 'java', 'kotlin', 'python']"
kotlin,"C#, Java, Kotlin, Python",40000.0,45000.0,"['c#', 'java', 'kotlin', 'python']"
python,"C#, Java, Kotlin, Python",40000.0,45000.0,"['c#', 'java', 'kotlin', 'python']"
python,"Python, SQL",39000.0,46000.0,"['python', 'sql']"
sql,"Python, SQL",39000.0,46000.0,"['python', 'sql']"
net,".NET, C#, Delphi, Javascript, SQL, PowerBuilder",70000.0,86500.0,"['net', 'c#', 'delphi', 'javascript', 'sql', 'powerbuilder']"
c#,".NET, C#, Delphi, Javascript, SQL, PowerBuilder",70000.0,86500.0,"['net', 'c#', 'delphi', 'javascript', 'sql', 'powerbuilder']"
javascript,".NET, C#, Delphi, Javascript, SQL, PowerBuilder",70000.0,86500.0,"['net', 'c#', 'delphi', 'javascript', 'sql', 'powerbuilder']"
sql,".NET, C#, Delphi, Javascript, SQL, PowerBuilder",70000.0,86500.0,"['net', 'c#', 'delphi', 'javascript', 'sql', 'powerbuilder']"
css,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
html,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
java,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
javascript,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
php,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
sql,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
typescript,"CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",53951.0,65000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']"
html,"HTML, Java",52000.0,65000.0,"['html', 'java']"
java,"HTML, Java",52000.0,65000.0,"['html', 'java']"
sql,SQL,64000.0,80000.0,['sql']
go,Go,77000.0,95000.0,['go']
javascript,"Javascript, SQL",42300.0,51000.0,"['javascript', 'sql']"
sql,"Javascript, SQL",42300.0,51000.0,"['javascript', 'sql']"
sql,SQL,116000.0,130000.0,['sql']
python,Python,105000.0,130000.0,['python']
css,"CSS, HTML, Javascript, Python, SQL, TypeScript",83000.0,100000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
html,"CSS, HTML, Javascript, Python, SQL, TypeScript",83000.0,100000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
javascript,"CSS, HTML, Javascript, Python, SQL, TypeScript",83000.0,100000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
python,"CSS, HTML, Javascript, Python, SQL, TypeScript",83000.0,100000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
sql,"CSS, HTML, Javascript, Python, SQL, TypeScript",83000.0,100000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
typescript,"CSS, HTML, Javascript, Python, SQL, TypeScript",83000.0,100000.0,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']"
html,"HTML, PHP, Python, SQL",74750.0,79101.0,"['html', 'php', 'python', 'sql']"
php,"HTML, PHP, Python, SQL",74750.0,79101.0,"['html', 'php', 'python', 'sql']"
python,"HTML, PHP, Python, SQL",74750.0,79101.0,"['html', 'php', 'python', 'sql']"
sql,"HTML, PHP, Python, SQL",74750.0,79101.0,"['html', 'php', 'python', 'sql']"
css,"CSS, Go, HTML, Javascript, Ruby",130000.0,210000.0,"['css', 'go', 'html', 'javascript', 'ruby']"
go,"CSS, Go, HTML, Javascript, Ruby",130000.0,210000.0,"['css', 'go', 'html', 'javascript', 'ruby']"
